MAG_name	Gene_name	Gene_1	Gene_2	S10_SRF_TPM	S25_SRF_TPM	S25_BML_TPM	S26_BML_TPM
FRAM_WSC20_S10_BML_bin_30_1	FRAM_WSC20_S10_BML_bin_30_1-read-10_137353_138720_+	  Metallopeptidase family M24	MER0001244 - aminopeptidase P	3.889351098	4.541586016	0	0.100544904
FRAM_WSC20_S10_BML_bin_30_1	FRAM_WSC20_S10_BML_bin_30_1-read-34_3318_4814_+	  Carboxypeptidase Taq (M32) metallopeptidase	MER0001186 - carboxypeptidase Taq	0.460729188	1.799231315	0	2.738045284
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-14_22647_24167_-	  PmbA/TldA metallopeptidase C-terminal domain	MER0016301 - TldD peptidase	6.812686144	0	0	0.018086184
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-15_315_2369_-	  Peptidase family M13	MER0004775 - Zmp1 peptidase	4.139388322	0	0	0.609081949
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-20_32422_33903_+	"  Cytosol aminopeptidase family, catalytic domain"	MER0035089 - leucyl aminopeptidase	0.343503943	0	0	0.501177677
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-67_3246_4598_-	  PmbA/TldA metallopeptidase C-terminal domain	MER0016222 - microcin-processing peptidase 1 homologue	0	0	0	0.223651104
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-3_6242_8350_-	  Peptidase family M3	MER0006087 - TOP1 peptidase	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-6_11888_13324_+	"  Cytosol aminopeptidase family, catalytic domain"	MER0035089 - leucyl aminopeptidase	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-7_193686_194567_+	  Trypsin-like peptidase domain	MER0004673 - Htra2 peptidase	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-9_352307_353416_-	  Metallopeptidase family M24	MER0002038 - bacillus Xaa-Pro aminopeptidase	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-24_32376_33581_-	  Peptidase family M20/M25/M40	MER0002007 - carboxypeptidase Ss1	0	0	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-1_87311_88313_+	  Peptidase family S49 N-terminal	MER0001300 - sohB peptidase	0	0	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-1_223737_225652_+	"  Cytosol aminopeptidase family, catalytic domain"	MER0001236 - PepA aminopeptidase	0	1.686920217	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-11_41627_43776_-	  Peptidase family M20/M25/M40	MER0001272 - DapE peptidase	1.199166339	0	0	0
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-6_37659_38558_+	  Bacterial Peptidase A24 N-terminal domain	MER0000870 - type 4 prepilin peptidase 1	0	3.092478802	0	0.183393906
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-7_124528_125862_+	  Metallopeptidase family M24	MER0001250 - Xaa-Pro dipeptidase	0	2.071366737	0	3.193938805
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-7_387493_388812_+	  Metallopeptidase family M24	MER0001244 - aminopeptidase P	0	0.108826234	0	0.562685847
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-3_86147_87226_+	  Peptidase family S49 N-terminal	MER0001300 - sohB peptidase	6.188549803	0.631796745	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-3_106940_108073_-	  Peptidase family M20/M25/M40	MER0001272 - DapE peptidase	4.807765379	2.549355285	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-5_133468_133845_-	  Type IV leader peptidase family	MER0000870 - type 4 prepilin peptidase 1	3.475493045	0	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-7_69264_69995_+	"  Signal peptidase, peptidase S26 "	MER0000589 - signal peptidase I	2.871554909	0	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-7_77357_78670_+	  Aminopeptidase I zinc metalloprotease (M18)	MER0003374 - aspartyl aminopeptidase	1.137271782	0	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-7_225038_226576_-	"  Cytosol aminopeptidase family, catalytic domain"	MER0001236 - PepA aminopeptidase	9.037806255	0.980072512	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_209706_211016_-	  Metallopeptidase family M24	MER0001244 - aminopeptidase P	15.78287402	0.438293297	0	2.476027558
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-16_119203_119727_+	Dipeptidyl aminopeptidase BII 	MER0501051 - dipeptidyl-peptidase BII	0.062558875	0	0	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_315514_317550_-	  Peptidase family M3	MER0001161 - oligopeptidase A	0	0.661131389	0.305504387	1.080376469
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-4_146091_146978_+	  Peptidase family M48	MER0002637 - HtpX peptidase	0.129450374	5.62146321	0	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-12_21503_23424_+	"  Cytosol aminopeptidase family, catalytic domain"	MER0001236 - PepA aminopeptidase	0	5.904474313	0.647567573	0.00715637
FRAM_WSC20_S10_BML_bin_58_1	FRAM_WSC20_S10_BML_bin_58_1-read-3_11130_12575_-	  Metallopeptidase family M24	MER0001244 - aminopeptidase P	0.056783211	0	0	0
FRAM_WSC20_S10_BML_bin_58_1	FRAM_WSC20_S10_BML_bin_58_1-read-21_31930_33426_+	  Carboxypeptidase Taq (M32) metallopeptidase	MER0001186 - carboxypeptidase Taq	0	0	0	0
FRAM_WSC20_S10_BML_bin_60_1	FRAM_WSC20_S10_BML_bin_60_1-read-1_81152_82771_+	  Carboxypeptidase Taq (M32) metallopeptidase	MER0001186 - carboxypeptidase Taq	0.060821128	1.152751955	0	1.137721451
FRAM_WSC20_S10_BML_bin_60_1	FRAM_WSC20_S10_BML_bin_60_1-read-9_55288_56781_-	"  Cytosol aminopeptidase family, catalytic domain"	MER0035089 - leucyl aminopeptidase	0.274794254	0	0	0.220956513
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-1_19082_20296_-	  Metallopeptidase family M24	MER0001244 - aminopeptidase P	0	0.014778871	0	0
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-42_25955_27427_-	"  Cytosol aminopeptidase family, catalytic domain"	MER0035089 - leucyl aminopeptidase	0	0	0	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-5_1656_3077_-	  PmbA/TldA metallopeptidase C-terminal domain	MER0016301 - TldD peptidase	0.242514625	0	0	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-5_8792_10054_+	  Insulinase (Peptidase family M16)	MER0001229 - mitochondrial processing peptidase beta-subunit	0.065010707	0.056868816	0	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-39_34604_35026_+	  Peptidase family M20/M25/M40	MER0002655 - YxeP putative peptidase	0	0	0	0.1300666
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-29_8241_9632_-	  D-alanyl-D-alanine carboxypeptidase	MER0000454 - D-Ala-D-Ala carboxypeptidase DacF	0.448293661	0.025799323	0	2.282542683
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-35_22446_23985_-	  PmbA/TldA metallopeptidase C-terminal domain	MER0016301 - TldD peptidase	0	1.888912481	0.404098985	2.322195558
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-46_6151_6954_-	  Metallopeptidase family M24	MER0001243 - methionyl aminopeptidase 1	0	2.233374195	0	2.805653033
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-57_18768_20012_+	  Peptidase family M20/M25/M40	MER0001421 - peptidase T	0.026380248	0.028845508	0	2.993960748
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-63_14099_15661_+	D-aminopeptidase 	MER0000457 - aminopeptidase DmpB	0.031519587	0.781209431	0.796305102	0.888809235
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-65_238_1500_+	  Insulinase (Peptidase family M16)	MER0003448 - YMXG peptidase	0	0	0	0.39205348
FRAM_WSC20_S10_BML_bin_72_1	FRAM_WSC20_S10_BML_bin_72_1-read-3_38315_39293_+	  Trypsin-like peptidase domain	MER0003850 - HtrA peptidase	2.063196803	2.806249504	0	11.71735321
FRAM_WSC20_S10_BML_bin_72_1	FRAM_WSC20_S10_BML_bin_72_1-read-3_94295_95809_+	"  Cytosol aminopeptidase family, catalytic domain"	MER0001236 - PepA aminopeptidase	15.70630364	15.68067501	0.410767285	15.09822104
FRAM_WSC20_S10_BML_bin_72_1	FRAM_WSC20_S10_BML_bin_72_1-read-30_3836_5131_+	  Metallopeptidase family M24	MER0001244 - aminopeptidase P	2.179423764	10.40524902	0	4.818335251
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-1_12003_12809_-	  Metallopeptidase family M24	MER0001243 - methionyl aminopeptidase 1	1.281991812	6.252451445	0	0
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-18_4939_6051_-	  Metallopeptidase family M24	MER0005462 - leucine aminopeptidase	0.383615742	8.873298014	0	0.197729278
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-46_3340_4605_-	  Insulinase (Peptidase family M16)	MER0003448 - YMXG peptidase	7.562285784	8.751228042	0.983116015	3.552713693
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-46_10446_11873_+	  PmbA/TldA metallopeptidase C-terminal domain	MER0016301 - TldD peptidase	5.462401752	7.305761116	0	2.35984805
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-67_2_1351_+	  Peptidase family M41	MER0002197 - i-AAA peptidase	4.342628559	12.4630221	0.460972176	1.579225298
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-11_11260_12705_+	"  Cytosol aminopeptidase family, catalytic domain"	MER0001236 - PepA aminopeptidase	0.113566422	3.203826252	0	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-12_65176_66498_-	  Peptidase family M20/M25/M40	MER0002007 - carboxypeptidase Ss1	0	0	0	1.17480223
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-22_24812_26176_-	  Metallopeptidase family M24	MER0001250 - Xaa-Pro dipeptidase	0	0	0	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-26_4826_5368_+	  Signal peptidase (SPase) II	MER0001313 - signal peptidase II	0	0	0	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-54_17309_18754_+	  PmbA/TldA metallopeptidase C-terminal domain	MER0016301 - TldD peptidase	0	2.756780728	0	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-54_19336_20667_+	  PmbA/TldA metallopeptidase C-terminal domain	MER0016222 - microcin-processing peptidase 1 homologue	0	0.013480727	0	0
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-10_47093_48427_-	  Metallopeptidase family M24	MER0001250 - Xaa-Pro dipeptidase	3.641067095	3.806472639	0	0.669696846
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-13_44787_46100_+	  Metallopeptidase family M24	MER0001244 - aminopeptidase P	4.711554527	0	0.47360155	0.052338443
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-21_42998_43768_+	  Metallopeptidase family M24	MER0001243 - methionyl aminopeptidase 1	0	0.093158644	0	2.069425394
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-21_65494_66975_+	"  Cytosol aminopeptidase family, catalytic domain"	MER0001236 - PepA aminopeptidase	0.465392439	2.386907368	0	0
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-32_23241_24116_+	  Bacterial Peptidase A24 N-terminal domain	MER0000870 - type 4 prepilin peptidase 1	6.167512358	1.844828273	0	0
FRAM_WSC20_S10_SRF_bin_101_1	FRAM_WSC20_S10_SRF_bin_101_1-read-18_107240_108425_-	  Metallopeptidase family M24	MER0005462 - leucine aminopeptidase	2.561564383	0	0	2.11073087
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-8_131417_132844_+	  PmbA/TldA metallopeptidase C-terminal domain	MER0016301 - TldD peptidase	10.30381467	4.023827121	0	1.531493224
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-10_15324_16130_-	  Metallopeptidase family M24	MER0001243 - methionyl aminopeptidase 1	4.171560657	4.36114051	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-3_106061_107326_-	  Trypsin-like peptidase domain	MER0004673 - Htra2 peptidase	2.957463394	0	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-3_127054_128439_+	  Metallopeptidase family M24	MER0028601 - aminopeptidase P	1.137434087	0.945751791	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-15_2765_4168_-	"  Cytosol aminopeptidase family, catalytic domain"	MER0035089 - leucyl aminopeptidase	3.473822135	0	0	0
FRAM_WSC20_S10_SRF_bin_13_1	FRAM_WSC20_S10_SRF_bin_13_1-read-1_284589_286058_+	"  Cytosol aminopeptidase family, catalytic domain"	MER0014397 - aminopeptidase pepZ	0.558561382	0	0	0
FRAM_WSC20_S10_SRF_bin_13_1	FRAM_WSC20_S10_SRF_bin_13_1-read-1_432859_434304_+	  Metallopeptidase family M24	MER0028601 - aminopeptidase P	0	0	0	0
FRAM_WSC20_S10_SRF_bin_132_1	FRAM_WSC20_S10_SRF_bin_132_1-read-5_40784_42280_-	  Carboxypeptidase Taq (M32) metallopeptidase	MER0001186 - carboxypeptidase Taq	2.303645941	0.983579786	0	6.762420567
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_67285_67998_-	  Peptidase family S51	MER0002251 - alpha-aspartyl dipeptidase	4.576917679	0	0	2.15757536
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-3_45542_46942_+	"  Cytosol aminopeptidase family, catalytic domain"	MER0001236 - PepA aminopeptidase	9.635004433	0.025633588	0	1.354837204
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-5_179962_181203_+	  Peptidase family M20/M25/M40	MER0001421 - peptidase T	5.103685982	0	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-9_12856_15033_+	  Peptidase S46	MER0014366 - dipeptidyl-peptidase 7	2.156385457	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-3_80286_81098_-	  Metallopeptidase family M24	MER0001243 - methionyl aminopeptidase 1	0	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-5_55166_56641_-	  PmbA/TldA metallopeptidase C-terminal domain	MER0016301 - TldD peptidase	0	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-5_62459_63727_+	  Insulinase (Peptidase family M16)	MER0001229 - mitochondrial processing peptidase beta-subunit	0	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-13_196030_197277_+	Aminopeptidase T 	MER0001285 - aminopeptidase T	0	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-32_874_2334_-	"  Cytosol aminopeptidase family, catalytic domain"	MER0001236 - PepA aminopeptidase	0	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-32_15020_16180_-	  Peptidase family M20/M25/M40	MER0002655 - YxeP putative peptidase	0.891100252	0	0	0
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-3_147021_147689_-	  D-ala-D-ala dipeptidase	MER0001602 - vanX D-Ala-D-Ala dipeptidase	0.883679173	0	0	0
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-8_74913_76379_+	  Peptidase family M20/M25/M40	MER0047723 - Pep581 peptidase	1.253736141	0.612008471	0	0
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-9_70181_70993_+	  Metallopeptidase family M24	MER0001243 - methionyl aminopeptidase 1	4.726542294	1.457709327	0	0
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-22_33180_33875_-	  Peptidase family S51	MER0002251 - alpha-aspartyl dipeptidase	6.795188125	0	0	0
FRAM_WSC20_S10_SRF_bin_45_1	FRAM_WSC20_S10_SRF_bin_45_1-read-1_172125_174318_-	  Peptidase family M20/M25/M40	MER0001272 - DapE peptidase	7.761762857	1.473171894	0	3.128312177
FRAM_WSC20_S10_SRF_bin_45_1	FRAM_WSC20_S10_SRF_bin_45_1-read-1_184726_185496_-	  Metallopeptidase family M24	MER0001243 - methionyl aminopeptidase 1	3.961656371	0.163027626	0	0.035679748
FRAM_WSC20_S10_SRF_bin_45_1	FRAM_WSC20_S10_SRF_bin_45_1-read-3_126882_128084_-	  Peptidase family M20/M25/M40	MER0002007 - carboxypeptidase Ss1	1.242207084	3.089742315	0	4.36761047
FRAM_WSC20_S10_SRF_bin_45_1	FRAM_WSC20_S10_SRF_bin_45_1-read-7_226228_228529_+	  Peptidase family M3	MER0001161 - oligopeptidase A	4.551280434	1.560063295	0.270335551	1.272683598
FRAM_WSC20_S10_SRF_bin_45_1	FRAM_WSC20_S10_SRF_bin_45_1-read-11_58992_60305_-	  Metallopeptidase family M24	MER0001244 - aminopeptidase P	3.13687052	1.202554726	0	0.523384434
FRAM_WSC20_S10_SRF_bin_45_1	FRAM_WSC20_S10_SRF_bin_45_1-read-15_48839_50245_+	  Metallopeptidase family M24	MER0001250 - Xaa-Pro dipeptidase	0.910371686	0	0	0.420359165
FRAM_WSC20_S10_SRF_bin_49_1	FRAM_WSC20_S10_SRF_bin_49_1-read-1_49609_50271_+	  D-ala-D-ala dipeptidase	MER0001602 - vanX D-Ala-D-Ala dipeptidase	7.331560441	0.108333807	0	0
