MAG_name	Gene_name	Gene	S10_SRF_TPM	S25_SRF_TPM	S25_BML_TPM	S26_BML
FRAM_WSC20_S10_BML_bin_147_1	FRAM_WSC20_S10_BML_bin_147_1-read-5_12899_13441_-	RBP_L6	2.570616748	7.705017582	4.011221971	17.37682586
FRAM_WSC20_S10_BML_bin_147_1	FRAM_WSC20_S10_BML_bin_147_1-read-5_17168_17845_-	RBP_S3	4.965264676	8.210120713	3.671459806	3.225622897
FRAM_WSC20_S10_BML_bin_147_1	FRAM_WSC20_S10_BML_bin_147_1-read-5_20847_21866_-	RBP_L3	4.620616893	13.80172702	3.355606279	20.30817808
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-5_269908_270750_+	RBP_L2	1.558406134	0	0.738211669	1.240029967
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-5_270754_271032_+	RBP_S19	0	0	0	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-5_271029_271421_+	RBP_L22	0	0	0	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-5_271421_272128_+	RBP_S3	1.577225869	0	0.878972369	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-5_272144_272557_+	RBP_L16	0.039665953	0	4.509510414	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-5_273526_273756_+	RBP_S17	0	0	0	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-5_273833_274201_+	RBP_L14	4.049797078	0	2.529725354	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-5_274203_274508_+	RBP_L24	2.62961937	0	1.016850388	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-5_274565_275062_+	RBP_L5	0.923308694	0	2.499246736	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-5_275400_275792_+	RBP_S8	1.796776843	0	0	1.434952315
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-5_275803_276336_+	RBP_L6	0.246018047	0	0	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-5_276348_276707_+	RBP_L18	0	0	0	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-5_278604_279089_+	RBP_L15	5.271164451	0	0	0.056603057
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-8_135856_136281_+	RBP_L11	1.002263663	0	0	0
FRAM_WSC20_S10_BML_bin_158_1	FRAM_WSC20_S10_BML_bin_158_1-read-32_99917_100345_-	RBP_L11	22.2783965	9.752504771	0	8.784952821
FRAM_WSC20_S10_BML_bin_158_1	FRAM_WSC20_S10_BML_bin_158_1-read-48_191_1346_-	RBP_L3	16.39329338	8.947097951	8.61332093	3.64090842
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-43_35467_35916_+	RBP_L11	0	5.147480844	1.382916527	0
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-43_52825_54170_+	RBP_L3	0	0	0.924684156	0
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-43_54849_55691_+	RBP_L2	0	5.538132167	1.845529173	0.146845654
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-43_55695_55973_+	RBP_S19	0	2.960541621	0	0
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-43_55977_56357_+	RBP_L22	0	0	0	7.617345292
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-43_56357_57076_+	RBP_S3	0	0	0.432161415	0
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-43_57089_57502_+	RBP_L16	0.158663813	6.245679488	0	2.29242382
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-43_58554_58784_+	RBP_S17	0	3.187053981	1.346996617	0
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-43_58850_59218_+	RBP_L14	4.984365635	0	0.843241785	0
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-43_59220_59525_+	RBP_L24	0	0	0	0
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-43_59525_60085_+	RBP_L5	0.029272201	0	0	0
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-43_60416_60808_+	RBP_S8	0	0	6.333968826	0
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-43_60819_61352_+	RBP_L6	0	4.640399507	1.748068644	0.077272713
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-43_61365_61724_+	RBP_L18	0	0	0	0.114621191
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-43_63016_63486_+	RBP_L15	0.20919369	0	0	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-26_25490_26266_+	RBP_L3	0	0	0	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-26_26273_26893_+	RBP_L4	0	0	0.501056713	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-26_27218_28045_+	RBP_L2	0	0	0	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-26_28061_28339_+	RBP_S19	0	6.693398447	1.115255264	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-26_29426_29848_+	RBP_L16	0	0	0	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-26_30077_30313_+	RBP_S17	0	0	0	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-26_30340_30708_+	RBP_L14	3.070725257	0	0	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-26_30731_31045_+	RBP_L24	0.729853539	0	0.987797519	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-26_31053_31598_+	RBP_L5	0	0	0.569883184	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-26_31935_32333_+	RBP_S8	0	0	0	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-26_32352_32885_+	RBP_L6	0	3.127225755	0	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-26_32888_33238_+	RBP_L18	0	0	0	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-26_34080_34643_+	RBP_L15	1.077310411	2.292297259	0	0
FRAM_WSC20_S10_BML_bin_28_1	FRAM_WSC20_S10_BML_bin_28_1-read-19_11004_11606_+	RBP_L4	0.108933364	0.148891613	0	2.645981723
FRAM_WSC20_S10_BML_bin_28_1	FRAM_WSC20_S10_BML_bin_28_1-read-19_11924_12757_+	RBP_L2	0	2.088445884	0	0.016492258
FRAM_WSC20_S10_BML_bin_28_1	FRAM_WSC20_S10_BML_bin_28_1-read-19_12770_13042_+	RBP_S19	0	0	0	0.100765882
FRAM_WSC20_S10_BML_bin_28_1	FRAM_WSC20_S10_BML_bin_28_1-read-19_13057_13392_+	RBP_L22	0	0	0	0
FRAM_WSC20_S10_BML_bin_28_1	FRAM_WSC20_S10_BML_bin_28_1-read-19_13394_14083_+	RBP_S3	0	0	0	0
FRAM_WSC20_S10_BML_bin_28_1	FRAM_WSC20_S10_BML_bin_28_1-read-19_14114_14527_+	RBP_L16	0.079331907	0	0	2.225976753
FRAM_WSC20_S10_BML_bin_28_1	FRAM_WSC20_S10_BML_bin_28_1-read-19_14730_14999_+	RBP_S17	0	0	0	0
FRAM_WSC20_S10_BML_bin_28_1	FRAM_WSC20_S10_BML_bin_28_1-read-19_15016_15384_+	RBP_L14	0	0	0	0
FRAM_WSC20_S10_BML_bin_28_1	FRAM_WSC20_S10_BML_bin_28_1-read-19_15428_15739_+	RBP_L24	0	2.877616751	0	0
FRAM_WSC20_S10_BML_bin_28_1	FRAM_WSC20_S10_BML_bin_28_1-read-19_15751_16290_+	RBP_L5	0	0	0	0
FRAM_WSC20_S10_BML_bin_28_1	FRAM_WSC20_S10_BML_bin_28_1-read-19_16619_17014_+	RBP_S8	0	0	0.785748027	0
FRAM_WSC20_S10_BML_bin_28_1	FRAM_WSC20_S10_BML_bin_28_1-read-19_17045_17578_+	RBP_L6	0	0	0	0
FRAM_WSC20_S10_BML_bin_28_1	FRAM_WSC20_S10_BML_bin_28_1-read-19_17592_17951_+	RBP_L18	0	0	0	0
FRAM_WSC20_S10_BML_bin_28_1	FRAM_WSC20_S10_BML_bin_28_1-read-19_18709_19143_+	RBP_L15	0	0	0	5.375338612
FRAM_WSC20_S10_BML_bin_30_1	FRAM_WSC20_S10_BML_bin_30_1-read-13_31521_32552_+	RBP_L3	0.541025153	3.880098122	1.809047783	2.359064047
FRAM_WSC20_S10_BML_bin_30_1	FRAM_WSC20_S10_BML_bin_30_1-read-13_35552_36229_+	RBP_S3	4.311302987	2.065772308	0.458932476	0
FRAM_WSC20_S10_BML_bin_30_1	FRAM_WSC20_S10_BML_bin_30_1-read-13_39952_40494_+	RBP_L6	0	7.705017582	4.584253681	0
FRAM_WSC20_S10_BML_bin_30_1	FRAM_WSC20_S10_BML_bin_30_1-read-13_43354_43782_+	RBP_L15	0.574185477	7.408555127	4.351835225	7.438354213
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-40_13155_13634_-	RBP_L15	0	0	0	0
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-40_14399_14758_-	RBP_L18	0	0	0	0
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-40_14768_15301_-	RBP_L6	1.137833467	0	0	0
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-40_15311_15709_-	RBP_S8	2.140172033	0	0	0
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-40_17324_17560_-	RBP_S17	0	0	0	0.116072092
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-40_17794_18210_-	RBP_L16	1.41770112	0	0	0
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-40_18216_19608_-	RBP_S3	0.778056358	0	0	0.138236612
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-40_21374_22129_-	RBP_L3	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-9_67191_67616_-	RBP_L11	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-10_11363_12199_+	RBP_L2	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-10_13032_13937_+	RBP_S3	0	0	1.37375814	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-10_13940_14356_+	RBP_L16	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-10_14877_15559_+	RBP_L14	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-10_15556_16149_+	RBP_L5	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-10_16756_17295_+	RBP_L6	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-10_18513_18998_+	RBP_L15	0	0	0	0
FRAM_WSC20_S10_BML_bin_36_1	FRAM_WSC20_S10_BML_bin_36_1-read-1_102897_103307_-	RBP_L15	8.910073319	5.067966202	2.271213274	0.803184988
FRAM_WSC20_S10_BML_bin_36_1	FRAM_WSC20_S10_BML_bin_36_1-read-1_104551_105063_-	RBP_L18	0	8.505629302	2.426169346	4.531223691
FRAM_WSC20_S10_BML_bin_36_1	FRAM_WSC20_S10_BML_bin_36_1-read-1_106198_106740_-	RBP_L6	0.51412335	0	1.14606342	0
FRAM_WSC20_S10_BML_bin_36_1	FRAM_WSC20_S10_BML_bin_36_1-read-1_110466_111158_-	RBP_S3	0.047393087	0.103644032	3.591990979	2.421434684
FRAM_WSC20_S10_BML_bin_36_1	FRAM_WSC20_S10_BML_bin_36_1-read-1_114159_115178_-	RBP_L3	1.223577993	7.006488974	1.220220465	0.026969692
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-7_44767_45426_+	RBP_L3	0	0.027206558	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-7_45443_46353_+	RBP_L4	0	0	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-7_46365_47192_+	RBP_L2	0	0	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-7_47259_47489_+	RBP_S19	0	0	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-7_47508_47846_+	RBP_L22	0	0	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-7_47859_48503_+	RBP_S3	0	0.083517807	1.929650968	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-7_48550_49154_+	RBP_L16	0	0.089039646	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-7_49154_49420_+	RBP_S17	0	0	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-7_49472_49840_+	RBP_L14	0	0	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-7_49864_50178_+	RBP_L24	0	0	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-7_51080_51475_+	RBP_S8	0	0	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-7_51500_52027_+	RBP_L6	0	0	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-7_52040_52390_+	RBP_L18	0	0	0	0
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-9_94731_95165_+	RBP_L11	0	0	0	0
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-9_111133_111783_+	RBP_L3	0.050450706	9.791853498	0.955933083	1.922678043
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-9_111787_112407_+	RBP_L4	2.274181318	11.68173386	3.507396989	0.531576538
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-9_112715_113841_+	RBP_L2	1.019981654	5.002916733	2.760924744	1.806275379
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-9_113844_114176_+	RBP_L22	0	8.034513365	0.934403059	6.030520319
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-9_114186_114872_+	RBP_S3	2.701095522	0.67956993	1.81168104	1.90201103
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-9_114879_115292_+	RBP_L16	0	8.32757265	4.509510414	3.887153434
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-9_115492_115767_+	RBP_S17	0	0	1.127377604	9.568377683
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-9_115824_116192_+	RBP_L14	0	3.211701037	1.68648357	0.260926289
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-9_116269_116583_+	RBP_L24	0	1.596118091	2.963392558	1.004299959
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-9_116603_117254_+	RBP_L5	0.579293262	5.315293567	2.863400785	2.953429461
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-9_117576_117971_+	RBP_S8	2.073447555	0.272065584	3.142992107	4.619581334
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-9_118035_118568_+	RBP_L6	0.123009024	6.624338427	1.748068644	3.503029658
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-9_118580_118930_+	RBP_L18	0	5.576181793	1.772969907	0
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-9_119680_120213_+	RBP_L15	0	7.229607928	0	2.240908678
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_155806_156240_-	RBP_L15	3.171087792	0.041278916	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_156999_157349_-	RBP_L18	1.263208049	3.529876548	0.886484953	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_157362_157895_-	RBP_L6	2.644694005	0	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_157908_158300_-	RBP_S8	3.259269623	0	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_158637_159176_-	RBP_L5	0.304105641	0	0.57621522	0.229242382
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_159194_159517_-	RBP_L24	23.0106602	0	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_159532_159900_-	RBP_L14	10.99230636	0	0.843241785	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_159933_160199_-	RBP_S17	3.444252658	3.766121339	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_160396_160809_-	RBP_L16	11.66179025	1.214437678	1.503170138	0.132894135
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_160829_161506_-	RBP_S3	0.096883213	7.97176237	3.212527331	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_161530_161862_-	RBP_L22	20.02165791	1.509841438	2.803209177	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_161894_162169_-	RBP_S19	0	0	2.254755207	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_162206_163027_-	RBP_L2	4.494992145	0.764563867	3.028284366	0.167330206
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_163331_163945_-	RBP_L4	4.058697731	0	0	1.610287952
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_163957_164592_-	RBP_L3	1.239373935	0	3.913914699	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-10_182743_183174_-	RBP_L11	4.599597826	4.198123105	0.720269025	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_585786_586217_+	RBP_L11	1.330462181	0.498786904	1.440538049	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_603173_604006_+	RBP_L2	0	0	1.119266973	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_604083_604295_+	RBP_S19	0	0	1.460827317	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_604332_604664_+	RBP_L22	11.53957623	12.94149804	2.803209177	0.991318409
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_604695_605372_+	RBP_S3	0	0	0.458932476	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_605379_605792_+	RBP_L16	0	0	5.261095484	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_606091_606357_+	RBP_S17	0	0.403513001	5.826895479	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_606405_606773_+	RBP_L14	3.115228522	1.26521556	3.372967139	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_606786_607103_+	RBP_L24	0	0.169399326	3.913914699	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_607108_607650_+	RBP_L5	2.570616748	0	2.292126841	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_608017_608437_+	RBP_S8	0	0	2.956353621	0
