MAG_name	Gene_name	Gene	S10_SRF_TPM	S25_SRF_TPM	S25_BML_TPM	S26_BML_TPM
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-3_258273_258929_-	  TonB_C_terminal	0	0	0	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-4_204128_205250_-	  TonB C terminal	0	0	0	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-4_205280_205957_-	TolQ_protein	0	0	0	0
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-1_9827_12730_+	  TonB dependent receptor	8.024242038	12.03271877	1.285769498	3.230233565
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-1_12741_14348_+	  SusD family	4.115638662	7.649306618	1.741546	0.983689326
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-1_54077_57289_+	  TonB-dependent Receptor Plug Domain	2.320402709	7.248477466	0	3.189273102
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-1_57295_58866_+	  SusD family	3.635339194	7.71025557	0.791746103	3.622379624
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-1_67627_70876_+	SusC	6.669738498	8.171510736	0.19148075	5.027814458
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-15_35187_36196_-	  TonB_C_terminal	1.853538939	0.853370069	0	0.708154685
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-56_1154_3040_-	  SusD family	2.14082636	2.997479325	3.132998491	0.656019535
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-56_3059_6220_-	SusC	2.539599484	0.993787948	0.196809752	1.635581321
FRAM_WSC20_S10_BML_bin_72_1	FRAM_WSC20_S10_BML_bin_72_1-read-9_580_954_+	TonB_C_terminal	4.116373962	2.96877965	0	3.484484206
FRAM_WSC20_S10_BML_bin_72_1	FRAM_WSC20_S10_BML_bin_72_1-read-17_18652_21702_-	TonB_receptor	8.800225198	12.50645628	2.243669882	10.5176495
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-70_2776_3480_-	TolQ_protein	3.959843671	3.132806254	0	0.11705994
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-47_26741_27409_-	  TonB_C_terminal	0	0	0	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-47_33780_34557_-	TolQ_protein	0	0	1.599774903	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-55_12820_13429_-	  TonB_C_terminal	0	0	0	8.748791234
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-12_84442_85134_-	TolQ_protein	10.16581716	4.508515388	0	0.039695651
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-3_80993_84076_-	  TonB dependent receptor	3.141636101	0	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-4_47244_50348_+	SusC	5.801806759	0	0	0.252498856
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-4_50371_51870_+	  SusD family	5.452005939	0	0	0.036678781
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-5_30619_31323_+	  TonB_C_terminal	2.515665391	0	0	2.419238755
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-5_28722_29396_+	TolQ_protein	0	0	0	0
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-4_391_1863_-	  SusD family	3.010088426	3.132910001	0	0
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-4_1874_4954_-	SusC	2.782255703	1.422052633	0.60595174	0.473216991
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-4_99340_102435_+	  TonB dependent receptor	3.909171937	2.372137716	3.216084947	0.675287637
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-4_102448_103995_+	  SusD family	2.270183974	1.763153706	2.814074328	0
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-15_70249_71670_-	  SusD family	2.66766088	0.126275166	0	0
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-15_71688_74804_-	  TonB dependent receptor	3.429749669	1.394106995	0.199651087	0
FRAM_WSC20_S10_SRF_bin_49_1	FRAM_WSC20_S10_SRF_bin_49_1-read-9_35604_38798_+	  TonB dependent receptor	11.82671123	1.955806675	0	2.251526118
FRAM_WSC20_S10_SRF_bin_49_1	FRAM_WSC20_S10_SRF_bin_49_1-read-10_130602_132062_-	  SusD family	5.69870243	2.851381395	0	1.233295772
FRAM_WSC20_S10_SRF_bin_49_1	FRAM_WSC20_S10_SRF_bin_49_1-read-10_132074_135139_-	  TonB dependent receptor	9.378475153	2.998578019	0.811888372	2.220645383
FRAM_WSC20_S10_SRF_bin_49_1	FRAM_WSC20_S10_SRF_bin_49_1-read-16_74665_75381_+	  TonB_C_terminal	18.82655678	0.951660368	0	2.340382477
FRAM_WSC20_S10_SRF_bin_49_1	FRAM_WSC20_S10_SRF_bin_49_1-read-18_12131_14026_-	  SusD family	9.778536147	2.168775967	0.328223859	0.362725288
FRAM_WSC20_S10_SRF_bin_49_1	FRAM_WSC20_S10_SRF_bin_49_1-read-18_14037_17147_-	SusC	9.353667829	2.874397816	0	1.666815391
FRAM_WSC20_S10_SRF_bin_51_1	FRAM_WSC20_S10_SRF_bin_51_1-read-1_91876_92529_+	  TonB_C_terminal	1.858113369	0.02745616	0	2.64995781
FRAM_WSC20_S10_SRF_bin_63_1	FRAM_WSC20_S10_SRF_bin_63_1-read-1_322760_324590_-	  TonB_C_terminal	1.094182395	1.068945827	0	0
FRAM_WSC20_S10_SRF_bin_63_1	FRAM_WSC20_S10_SRF_bin_63_1-read-1_365561_366163_+	  TonB_C_terminal	0.381266774	0	0	0
FRAM_WSC20_S10_SRF_bin_63_1	FRAM_WSC20_S10_SRF_bin_63_1-read-11_87579_88310_-	  TonB C terminal	0	0	0	0
FRAM_WSC20_S10_SRF_bin_66_1	FRAM_WSC20_S10_SRF_bin_66_1-read-3_478867_479517_+	TonB_C_terminal	0	0	0.477966542	0.04225666
FRAM_WSC20_S10_SRF_bin_66_1	FRAM_WSC20_S10_SRF_bin_66_1-read-4_132633_135146_+	TonB_receptor	0.574824983	1.228515715	0.990155031	0.054711786
FRAM_WSC20_S10_SRF_bin_66_1	FRAM_WSC20_S10_SRF_bin_66_1-read-4_272412_273089_+	TolQ_protein	0	2.860300119	0	0
FRAM_WSC20_S10_SRF_bin_66_1	FRAM_WSC20_S10_SRF_bin_66_1-read-4_273527_274310_+	  TonB C terminal	3.560828811	0	0	1.719317865
FRAM_WSC20_S10_SRF_bin_80_1	FRAM_WSC20_S10_SRF_bin_80_1-read-53_13236_13559_-	TonB_C_terminal	0.405474189	0	0	0
FRAM_WSC20_S10_SRF_bin_82_1	FRAM_WSC20_S10_SRF_bin_82_1-read-3_264751_265416_+	  TonB_C_terminal	0	0	0	0
FRAM_WSC20_S10_SRF_bin_82_1	FRAM_WSC20_S10_SRF_bin_82_1-read-6_84422_85318_-	  TonB_C_terminal	0.128151541	0	0	0
FRAM_WSC20_S10_SRF_bin_82_1	FRAM_WSC20_S10_SRF_bin_82_1-read-6_162891_165641_-	TonB_receptor	0	0	0	0
FRAM_WSC20_S10_SRF_bin_82_1	FRAM_WSC20_S10_SRF_bin_82_1-read-6_237802_239485_-	  TonB_C_terminal	0.009751606	0	0	0
FRAM_WSC20_S10_SRF_bin_82_1	FRAM_WSC20_S10_SRF_bin_82_1-read-7_172585_172974_+	TonB_C_terminal	0	0	0	0
FRAM_WSC20_S10_SRF_bin_82_1	FRAM_WSC20_S10_SRF_bin_82_1-read-7_444033_444398_+	  TonB_C_terminal	0	0	0	0
FRAM_WSC20_S10_SRF_bin_82_1	FRAM_WSC20_S10_SRF_bin_82_1-read-11_33868_34242_+	  TonB_C_terminal	0.087582425	0	0	0
FRAM_WSC20_S10_SRF_bin_85_1	FRAM_WSC20_S10_SRF_bin_85_1-read-8_514_1950_-	  SusD family	10.90209201	6.110399895	4.114104491	0.181862433
FRAM_WSC20_S10_SRF_bin_85_1	FRAM_WSC20_S10_SRF_bin_85_1-read-11_44949_45647_+	  TonB_C_terminal	17.17348511	4.238618322	0.89028961	3.974846452
FRAM_WSC20_S10_SRF_bin_85_1	FRAM_WSC20_S10_SRF_bin_85_1-read-12_80378_83407_+	SusC	11.18627009	6.844739092	3.594213746	3.114064833
FRAM_WSC20_S10_SRF_bin_85_1	FRAM_WSC20_S10_SRF_bin_85_1-read-12_83419_84885_+	  SusD family	10.17541208	14.67596312	5.090490284	2.709654331
FRAM_WSC20_S10_SRF_bin_88_1	FRAM_WSC20_S10_SRF_bin_88_1-read-11_87861_88535_-	TolQ_protein	0	0	0	0
FRAM_WSC20_S10_SRF_bin_88_1	FRAM_WSC20_S10_SRF_bin_88_1-read-14_77924_78571_-	TonB_C_terminal	3.269135645	0	0	0
FRAM_WSC20_S25_BML_bin_106_1	FRAM_WSC20_S25_BML_bin_106_1-read-3_207983_208612_+	  TonB_C_terminal	0	0	0	0
FRAM_WSC20_S25_BML_bin_106_1	FRAM_WSC20_S25_BML_bin_106_1-read-8_81256_84042_-	TonB_receptor	0	0	0	0
FRAM_WSC20_S25_BML_bin_106_1	FRAM_WSC20_S25_BML_bin_106_1-read-16_151485_152144_-	  TonB_C_terminal	0	0	2.35724408	0
FRAM_WSC20_S25_BML_bin_106_1	FRAM_WSC20_S25_BML_bin_106_1-read-19_68979_70153_-	TolQ_protein	0	2.261733295	0	0
FRAM_WSC20_S25_BML_bin_106_1	FRAM_WSC20_S25_BML_bin_106_1-read-21_14378_15097_-	  TonB_C_terminal	0	0	0.432161415	0
FRAM_WSC20_S25_BML_bin_11_1	FRAM_WSC20_S25_BML_bin_11_1-read-9_57510_59630_+	TonB_siderophore_receptor	0	0	0	0
FRAM_WSC20_S25_BML_bin_11_1	FRAM_WSC20_S25_BML_bin_11_1-read-14_3278_3934_-	  TonB_C_terminal	0	0	0	0
FRAM_WSC20_S25_BML_bin_129_1	FRAM_WSC20_S25_BML_bin_129_1-read-1_262828_265758_+	TonB_receptor	0	0.11027428	1.910887729	0.422350346
FRAM_WSC20_S25_BML_bin_129_1	FRAM_WSC20_S25_BML_bin_129_1-read-1_878270_878875_+	  TonB_C_terminal	0	0	4.107672853	0
FRAM_WSC20_S25_BML_bin_129_1	FRAM_WSC20_S25_BML_bin_129_1-read-2_757538_759646_+	TonB_siderophore_receptor	0	0.578961754	1.180298601	0
FRAM_WSC20_S25_BML_bin_129_1	FRAM_WSC20_S25_BML_bin_129_1-read-2_3087481_3088502_-	  TonB_C_terminal	0	0.597372965	222.8633581	0
FRAM_WSC20_S25_BML_bin_129_1	FRAM_WSC20_S25_BML_bin_129_1-read-2_3410361_3411017_+	  TonB_C_terminal	0	0	0	0
FRAM_WSC20_S25_BML_bin_145_1	FRAM_WSC20_S25_BML_bin_145_1-read-1_255129_255554_-	TonB_C_terminal	0	0	0	0
FRAM_WSC20_S25_BML_bin_145_1	FRAM_WSC20_S25_BML_bin_145_1-read-1_836029_836688_-	  TonB_C_terminal	0	0	0	0
FRAM_WSC20_S25_BML_bin_145_1	FRAM_WSC20_S25_BML_bin_145_1-read-2_235877_236740_+	  TonB_C_terminal	0	0	0	0
FRAM_WSC20_S25_BML_bin_145_1	FRAM_WSC20_S25_BML_bin_145_1-read-2_237586_239733_+	TonB_siderophore_receptor	0	0	0	0
FRAM_WSC20_S25_BML_bin_145_1	FRAM_WSC20_S25_BML_bin_145_1-read-2_650597_651259_+	  TonB_C_terminal	0	0	3.754524508	0
FRAM_WSC20_S25_BML_bin_145_1	FRAM_WSC20_S25_BML_bin_145_1-read-2_1102014_1103105_-	  TonB_C_terminal	0	0	0	0
FRAM_WSC20_S25_BML_bin_145_1	FRAM_WSC20_S25_BML_bin_145_1-read-2_1310811_1313702_+	TonB_receptor	0	0	0.645552321	0
FRAM_WSC20_S25_BML_bin_145_1	FRAM_WSC20_S25_BML_bin_145_1-read-3_178653_179342_+	TolQ_protein	0	0	0	0
FRAM_WSC20_S25_BML_bin_152_1	FRAM_WSC20_S25_BML_bin_152_1-read-3_85036_88300_-	SusC	0.995864477	1.721387697	3.716720528	0.337017897
FRAM_WSC20_S25_BML_bin_152_1	FRAM_WSC20_S25_BML_bin_152_1-read-6_111212_111922_+	  TonB_C_terminal	2.448242885	1.666832184	0	1.857153474
FRAM_WSC20_S25_SRF_bin_39_1	FRAM_WSC20_S25_SRF_bin_39_1-read-19_97620_98306_+	TolQ_protein	6.884208057	1.019354895	0.90584052	0
FRAM_WSC20_S25_SRF_bin_39_1	FRAM_WSC20_S25_SRF_bin_39_1-read-29_6757_7620_+	  TonB_C_terminal	1.520528207	3.803250139	0.360134512	0
FRAM_WSC20_S25_SRF_bin_39_1	FRAM_WSC20_S25_SRF_bin_39_1-read-45_7201_7812_-	  TonB_C_terminal	0.536657014	3.462167919	0	0
FRAM_WSC20_S25_SRF_bin_4_1	FRAM_WSC20_S25_SRF_bin_4_1-read-4_62132_63932_-	  TonB_C_terminal	0	0.179463583	0	0.641522268
FRAM_WSC20_S25_SRF_bin_4_1	FRAM_WSC20_S25_SRF_bin_4_1-read-6_56794_57378_+	  TonB_C_terminal	0	0	0	0.681849136
FRAM_WSC20_S25_SRF_bin_4_1	FRAM_WSC20_S25_SRF_bin_4_1-read-16_1882_2879_+	  TonB_C_terminal	0	6.081401846	0.623559556	0
FRAM_WSC20_S25_SRF_bin_4_1	FRAM_WSC20_S25_SRF_bin_4_1-read-38_1451_2119_-	  TonB_C_terminal	0	3.381909409	0	4.317569526
FRAM_WSC20_S25_SRF_bin_4_1	FRAM_WSC20_S25_SRF_bin_4_1-read-38_12636_13839_-	  TonB C terminal	0.01363929	3.534592908	0	1.930662586
FRAM_WSC20_S25_SRF_bin_4_1	FRAM_WSC20_S25_SRF_bin_4_1-read-38_13856_14548_-	TolQ_protein	0	0.12955504	0	0
FRAM_WSC20_S25_SRF_bin_4_1	FRAM_WSC20_S25_SRF_bin_4_1-read-47_2_328_+	TonB_C_terminal	0	0	0	0
FRAM_WSC20_S25_SRF_bin_49_1	FRAM_WSC20_S25_SRF_bin_49_1-read-13_20990_22091_-	  TonB_C_terminal	1.221941724	4.220226033	1.129423661	4.256169815
FRAM_WSC20_S25_SRF_bin_49_1	FRAM_WSC20_S25_SRF_bin_49_1-read-16_24445_27624_+	TonB_receptor	1.822912496	8.441733065	6.164415651	11.69568681
FRAM_WSC20_S25_SRF_bin_51_1	FRAM_WSC20_S25_SRF_bin_51_1-read-3_31689_32405_+	  TonB_C_terminal	8.016173811	1.953408124	0	0.613870814
FRAM_WSC20_S25_SRF_bin_51_1	FRAM_WSC20_S25_SRF_bin_51_1-read-4_29612_32800_+	  TonB dependent receptor	9.917906281	2.235391165	0.195143442	1.846015795
FRAM_WSC20_S25_SRF_bin_51_1	FRAM_WSC20_S25_SRF_bin_51_1-read-6_21022_22527_-	  SusD family	6.618841112	6.366985016	0.41322207	0.17353009
FRAM_WSC20_S25_SRF_bin_51_1	FRAM_WSC20_S25_SRF_bin_51_1-read-6_22538_25558_-	  TonB-dependent Receptor Plug Domain	16.79134248	2.25271384	3.810916944	0.236754794
FRAM_WSC20_S25_SRF_bin_51_1	FRAM_WSC20_S25_SRF_bin_51_1-read-6_36938_42008_+	SusC	16.95927178	4.571410004	0.061359933	0.981886124
FRAM_WSC20_S25_SRF_bin_51_1	FRAM_WSC20_S25_SRF_bin_51_1-read-24_46273_49320_+	  TonB dependent receptor	2.338261093	0.388818137	2.960475833	0
FRAM_WSC20_S25_SRF_bin_51_1	FRAM_WSC20_S25_SRF_bin_51_1-read-24_49332_50762_+	  SusD family	0.034427054	0.100384786	2.174397055	0
FRAM_WSC20_S25_SRF_bin_51_1	FRAM_WSC20_S25_SRF_bin_51_1-read-30_685_3789_-	  TonB dependent receptor	14.17396729	3.290547804	0	2.152884979
FRAM_WSC20_S25_SRF_bin_6_1	FRAM_WSC20_S25_SRF_bin_6_1-read-5_7621_8319_-	  TonB_C_terminal	0	18.98387236	0.89028961	0.118064746
FRAM_WSC20_S25_SRF_bin_75_1	FRAM_WSC20_S25_SRF_bin_75_1-read-2_416973_418131_-	  TonB C terminal	5.68171144	8.24224916	0	1.886947648
FRAM_WSC20_S25_SRF_bin_75_1	FRAM_WSC20_S25_SRF_bin_75_1-read-2_418156_418845_-	TolQ_protein	1.951564899	3.539218376	0	0
FRAM_WSC20_S25_SRF_bin_75_1	FRAM_WSC20_S25_SRF_bin_75_1-read-8_86545_87150_+	  TonB_C_terminal	0	11.25974396	0	2.110845696
FRAM_WSC20_S25_SRF_bin_75_1	FRAM_WSC20_S25_SRF_bin_75_1-read-15_40954_43914_+	TonB_receptor	2.235037814	5.742871704	0.42033937	1.486475425
FRAM_WSC20_S26_BML_bin_30_1	FRAM_WSC20_S26_BML_bin_30_1-read-8_112027_112722_+	TolQ_protein	0	0.232193903	0.894127065	3.043390244
FRAM_WSC20_S26_BML_bin_59_1	FRAM_WSC20_S26_BML_bin_59_1-read-2_90005_91773_-	  TonB_C_terminal	0	0.020301106	0	0.046651926
FRAM_WSC20_S26_BML_bin_59_1	FRAM_WSC20_S26_BML_bin_59_1-read-2_128771_129493_+	  TonB_C_terminal	0	2.284899342	0	1.426819805
FRAM_WSC20_S26_BML_bin_61_1	FRAM_WSC20_S26_BML_bin_61_1-read-2_1924_3565_-	  SusD family	0	0	2.273979673	0.494225355
FRAM_WSC20_S26_BML_bin_61_1	FRAM_WSC20_S26_BML_bin_61_1-read-2_3584_6662_-	  TonB dependent receptor	0	0.268266032	2.021151144	2.02364662
FRAM_WSC20_S26_BML_bin_61_1	FRAM_WSC20_S26_BML_bin_61_1-read-2_10229_13351_-	  TonB dependent receptor	0	0	0.398535022	4.813869808
FRAM_WSC20_S26_BML_bin_61_1	FRAM_WSC20_S26_BML_bin_61_1-read-3_131098_131811_+	  TonB_C_terminal	0	0	0	0
FRAM_WSC20_S26_BML_bin_61_1	FRAM_WSC20_S26_BML_bin_61_1-read-3_132003_132243_+	TonB_C_terminal	0	0	0	0
FRAM_WSC20_S26_BML_bin_61_1	FRAM_WSC20_S26_BML_bin_61_1-read-3_195236_198586_+	SusC	0	2.23985238	0	4.634102941
FRAM_WSC20_S26_BML_bin_61_1	FRAM_WSC20_S26_BML_bin_61_1-read-3_198629_200077_+	  SusD family	0	1.796872075	0	1.708638872
FRAM_WSC20_S26_BML_bin_61_1	FRAM_WSC20_S26_BML_bin_61_1-read-9_20285_21973_-	  SusD family	0.486136905	0	0	1.498422675
FRAM_WSC20_S26_BML_bin_61_1	FRAM_WSC20_S26_BML_bin_61_1-read-12_17029_18825_-	  SusD family	0	0	0	0.673566932
FRAM_WSC20_S26_BML_bin_6_1	FRAM_WSC20_S26_BML_bin_6_1-read-7_54161_54865_+	  TonB_C_terminal	0	0	0	2.809438554
FRAM_WSC20_S26_BML_bin_6_1	FRAM_WSC20_S26_BML_bin_6_1-read-11_38082_41456_+	  TonB dependent receptor	0.452509194	2.404817924	0.737555481	5.57517473
FRAM_WSC20_S26_BML_bin_6_1	FRAM_WSC20_S26_BML_bin_6_1-read-11_41495_43030_+	  SusD family	0.192441851	2.22116043	0	5.471370914
FRAM_WSC20_S26_BML_bin_6_1	FRAM_WSC20_S26_BML_bin_6_1-read-11_53045_56287_+	  TonB dependent receptor	0.010127477	1.09077913	0.28784109	5.034425669
FRAM_WSC20_S26_BML_bin_6_1	FRAM_WSC20_S26_BML_bin_6_1-read-16_24593_26080_-	  SusD family	0	0	0	0.314283911
FRAM_WSC20_S26_BML_bin_6_1	FRAM_WSC20_S26_BML_bin_6_1-read-16_26085_28996_-	SusC	0	0	0	0.566808087
FRAM_WSC20_S26_BML_bin_6_1	FRAM_WSC20_S26_BML_bin_6_1-read-24_1_903_+	  SusD family	0	0	1.37832212	0.792066702
FRAM_WSC20_S26_BML_bin_70_2	FRAM_WSC20_S26_BML_bin_70_2-read-9_63699_64457_+	  TonB_C_terminal	0	0	0	0
FRAM_WSC20_S26_BML_bin_70_2	FRAM_WSC20_S26_BML_bin_70_2-read-12_46366_47187_+	  TonB_C_terminal	0	0.131068091	0	0
FRAM_WSC20_S26_BML_bin_85_1	FRAM_WSC20_S26_BML_bin_85_1-read-14_18937_19644_-	TolQ_protein	2.296255309	14.98896915	2.197430922	4.021455345
FRAM_WSC20_S26_SRF_bin_38_1	FRAM_WSC20_S26_SRF_bin_38_1-read-23_4186_6720_+	TonB_receptor	0.978176489	4.264185315	0.245488141	6.711782876
FRAM_WSC20_S26_SRF_bin_38_1	FRAM_WSC20_S26_SRF_bin_38_1-read-26_3570_4262_-	  TonB_C_terminal	0	0.025911008	0	4.96195632
FRAM_WSC20_S26_SRF_bin_76_1	FRAM_WSC20_S26_SRF_bin_76_1-read-3_7071_7712_-	  TonB_C_terminal	0	5.76168797	1.454001022	8.805478411
FRAM_WSC20_S26_SRF_bin_76_1	FRAM_WSC20_S26_SRF_bin_76_1-read-5_63181_63849_+	TolQ_protein	0	20.18409425	0.930212911	8.573459488
FRAM_WSC20_S8_BML_bin_39_1	FRAM_WSC20_S8_BML_bin_39_1-read-47_80854_81672_+	  TonB_C_terminal	0	0	0	0
FRAM_WSC20_S8_BML_bin_41_1	FRAM_WSC20_S8_BML_bin_41_1-read-3_73291_73995_-	  TonB_C_terminal	1.351005488	6.342022416	0	2.419238755
FRAM_WSC20_S8_BML_bin_41_1	FRAM_WSC20_S8_BML_bin_41_1-read-12_48286_52921_+	SusC	1.168930658	9.218304982	2.21487386	4.509686203
FRAM_WSC20_S8_BML_bin_71_1	FRAM_WSC20_S8_BML_bin_71_1-read-6_26857_27306_-	TonB_C_terminal	0	0	0	0
FRAM_WSC20_S8_BML_bin_71_1	FRAM_WSC20_S8_BML_bin_71_1-read-10_26868_27575_-	  TonB_C_terminal	0	0	0	0
FRAM_WSC20_S8_BML_bin_71_1	FRAM_WSC20_S8_BML_bin_71_1-read-28_22999_26145_-	  TonB dependent receptor	0	3.223808585	0	0
FRAM_WSC20_S8_BML_bin_71_1	FRAM_WSC20_S8_BML_bin_71_1-read-28_67635_70691_-	SusC	0	4.229164717	0	0.719897569
FRAM_WSC20_S8_BML_bin_82_1	FRAM_WSC20_S8_BML_bin_82_1-read-2_59364_60406_-	TolQ_protein	0.015744683	0.051648117	0	0
FRAM_WSC20_S8_BML_bin_82_1	FRAM_WSC20_S8_BML_bin_82_1-read-8_4592_4981_-	TonB_C_terminal	0	0.046041868	1.595672916	0
FRAM_WSC20_S8_BML_bin_93_1	FRAM_WSC20_S8_BML_bin_93_1-read-4_9727_10404_+	  TonB C terminal	0	0	0	0
FRAM_WSC20_S8_BML_bin_93_1	FRAM_WSC20_S8_BML_bin_93_1-read-22_2721_3281_+	  TonB_C_terminal	0	2.240540101	0	3.50605996
