MAG_name	Gene_name	Gene	S10_SRF_TPM	S25_SRF_TPM	S25_BML_TPM	S26_BML_TPM
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-67_23789_25618_-	CE19	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-85_52584_54050_+	GH165	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-86_36470_38961_+	GH127	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-89_41333_42625_-	GH33	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-94_7753_9276_+	GH165	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-96_12548_15358_-	GH13_3	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-100_15426_16928_+	GH165	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-110_1377_4349_+	CBM67	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-111_20717_24643_+	CBM67	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-117_19423_20463_+	GH141	3.9595080343	0	0	0
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-4_16627_19008_+	GH65	0	0	0	1.1086785225
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-4_32355_33399_-	CE14	1.9486041865	0	0	0.0263244841
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-4_273377_275569_+	GH2	0	0	0	0
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-4_316461_318962_+	GH3	2.4415963728	0	0	0
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-4_319029_320798_+	GH13_30	0.4360565638	0	0	0
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-4_526846_528054_-	GH18	0	0	0	0
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-5_34306_37170_-	GH2	0.5215969012	0	0	0
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-6_187027_188457_-	GH13_11	0.0573784229	0.0250961964	0	0
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-6_298958_301072_-	GH36	6.5531530558	0	0	0
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-11_11918_12634_-	CE14	0	0	0	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-1_148418_148843_-	GH108	0	0	0	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-1_273662_274651_-	CE11	0.2322261262	0.3264787005	0	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-5_260805_261449_-	GH103	1.4257604025	0	0	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-6_246994_247584_+	GH23	0.2222904181	0	0	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-8_78273_79433_-	GH103	1.7822005032	0	0	0.0236943030
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-12_46656_48155_+	GH103	1.4341622049	0	0	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-13_37219_38229_+	GH3	0	0	0	0
FRAM_WSC20_S10_BML_bin_158_1	FRAM_WSC20_S10_BML_bin_158_1-read-13_29154_31055_-	GH42	7.5287731035	6.3536325440	0	5.6406642889
FRAM_WSC20_S10_BML_bin_158_1	FRAM_WSC20_S10_BML_bin_158_1-read-13_35939_38868_-	GH36	6.7872642712	7.0599626154	0.2123933233	8.3794740996
FRAM_WSC20_S10_BML_bin_158_1	FRAM_WSC20_S10_BML_bin_158_1-read-37_2296_3021_-	GH73	11.9430579173	0.0247332349	0	5.9110432382
FRAM_WSC20_S10_BML_bin_158_1	FRAM_WSC20_S10_BML_bin_158_1-read-45_2_349_-	CE11	0.9909649350	6.2950347135	1.7882541299	2.1343256255
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-3_13409_14578_+	GH103	0	0	0.5318909720	0.4702407836
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-3_30589_32592_-	GH23	0	1.0393882780	0	0.4324032954
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-6_73357_75441_+	GH36	0.0157522347	0.2239158473	0	1.0489075896
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-6_78600_80424_+	GH42	0	0.8560003188	0	0
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-6_170385_171500_-	GH103	0	0.0482697003	0	0.0739491555
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-25_43283_44188_+	CE11	0	0	0	0
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-45_21537_23295_-	GH102	0	1.2964489613	0.3537876277	1.1885676656
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-50_4154_6181_-	GH23	0	0.0177084108	0	1.6345388775
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-3_106280_107326_-	GH73	0	0.3944561186	0	0.4466613747
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-8_86_889_-	GH23	0	0	0	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-22_9295_10215_+	CE11	0	0	0	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-26_80586_82695_-	GH23	0	0	0	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-30_14626_15843_+	GH102	0	2.4177650890	0	0.0225854564
FRAM_WSC20_S10_BML_bin_28_1	FRAM_WSC20_S10_BML_bin_28_1-read-7_4689_5636_-	CE11	0	0	0	1.7991174283
FRAM_WSC20_S10_BML_bin_30_1	FRAM_WSC20_S10_BML_bin_30_1-read-4_71487_73365_+	GH1	3.2249116609	0.2962459736	0.3311934205	1.2883446269
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-3_38310_39323_+	GH3	0	4.4271026940	0	0.1356463799
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-19_4960_5872_+	CE11	0	0	0	0
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-58_1_504_+	GH103	2.2156268160	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-3_42988_44238_-	GH3	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-3_68051_68776_+	CE14	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-7_61009_62216_-	CE14	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-7_206166_206838_+	CE14	0	0	0.9246841563	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-7_378111_378815_+	CE14	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-9_271879_272850_-	CE14	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-17_3608_4408_-	CE14	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-22_126425_128064_+	GH13_30	0	1.1715409466	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-27_23983_26750_-	GH3	0	0	0	0
FRAM_WSC20_S10_BML_bin_36_1	FRAM_WSC20_S10_BML_bin_36_1-read-2_246417_247748_-	GH1	2.0835345973	0.1482879983	0	0.2684820690
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-2_114654_115928_+	PL22	0	0	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-10_76372_77289_+	CE11	0	0	0	0.0149831622
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-13_95382_96968_-	GH23	0	0.7467660257	0	1.6553986753
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-18_119252_120988_-	GH13_18	0	0	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-19_11449_12933_-	GH23	0	0	0	1.7227912344
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-30_41064_42050_-	GH3	0	0	0	0
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-2_198739_200292_-	CBM50	0	0	0	1.5931902996
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-5_1397_2488_-	GH3	4.3309990250	1.3648125162	1.1397663685	2.4183811727
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-6_45079_45990_-	CE11	0.0720250203	0.3150233075	0	0.8144137255
FRAM_WSC20_S10_BML_bin_40_1	FRAM_WSC20_S10_BML_bin_40_1-read-10_21399_22238_+	GH73	3.6362345980	1.4108543843	1.4816962790	2.5871640254
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-2_17127_18365_+	CBM4	3.2737377281	1.1304226191	0	1.4431723806
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-2_21423_23954_+	GH3	5.5971291869	0.8935613722	0	0.5540929612
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-2_31236_32264_+	GH3	4.8834223700	1.7450270677	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-4_20471_21529_-	GH23	4.4349457280	0	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-5_102541_104157_-	GH23	2.8131182339	0.6329689091	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-5_126144_127088_+	CE11	3.2322085316	0.2280168702	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-11_66820_67845_+	GH103	8.2748745585	1.7326281912	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-12_69316_71601_+	PL6_1	0.4597502610	0.9425894240	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-16_32258_33091_-	GH16_3	2.2250031462	2.0884458838	0	0.7916283695
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-18_95271_96476_+	GH5_13	1.5795337793	1.7866993559	0	0
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-19_151481_153424_-	GH3	8.5740896121	5.6344446510	0	1.5707348396
FRAM_WSC20_S10_BML_bin_46_1	FRAM_WSC20_S10_BML_bin_46_1-read-19_186121_186882_-	GH73	0	0.5184241832	0	3.6101162519
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-1_28845_31273_-	GH158	0	0.0073924778	0	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-1_31984_35436_+	GH149	0.0095115579	0.5200210984	0	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-1_185123_186973_+	GH20	0	0.9797888607	0	0.7802414946
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_627971_628975_+	GH103	0	4.1808764929	0	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-4_37392_38207_+	GH73	0	0	0	0.0168560575
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-5_196425_197681_-	GH17	0	3.6141218117	0	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-7_17245_18436_+	GH23	0	0.2711526120	0	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-8_118287_119630_-	GH4	0.0244370605	0.2404865428	0	0.4605315710
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-11_41106_42047_-	CE11	0	8.3491209075	0.6606289142	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-11_260366_263019_+	GH2	0	3.0107634493	0	0.4975267974
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-1_2717_4051_-	GH13	8.0201883318	6.7924688436	0.6992274575	2.0915147661
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-1_4063_6282_-	GH65	4.4013127291	12.5856068415	0	2.8190617245
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-1_34358_35443_+	GH76	9.2542202923	8.9450955185	0	1.7731454961
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-1_66202_67317_+	GH10	1.6480563793	10.0079178708	0	2.9579662193
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-1_72437_74779_+	GH3	3.8408425697	14.8678093651	0	3.1700611083
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-2_3280_5310_+	GH20	13.5594282005	5.0659656553	0.3064069115	0.3589319423
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-2_105337_106221_-	GH17	4.9914559855	1.8057776711	0	4.7558080604
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-4_2_1153_-	GH30_1	1.5537897616	4.1149919541	0	1.2417295691
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-4_3462_6911_-	GH149	4.4695596097	7.0888462185	1.0822824995	3.1176963951
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-12_28960_29925_-	GH130	0.0679987770	8.2346309912	0	4.3712677809
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-15_24891_26589_-	GH13_31	5.6833209689	12.3231777884	0	1.0524370686
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-19_13268_14888_-	GH18	13.7776177085	8.9283163435	0	2.2146426293
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-19_21241_23424_-	GH163	10.3237181619	7.9422222331	0	2.5506363931
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-2_61214_62326_+	GH33	0	0	0	0
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-12_67933_69363_+	GH77	0	0.7528858921	0.4348794110	0
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-31_31431_32907_-	GH102	0	1.3251454363	0	0
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-33_21129_22478_-	CE11	0	0.7182531411	0	0.3464107106
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-36_9953_10630_-	CE14	0	0	0	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-21_3799_5679_+	GH42	0.2444485539	0.0572769650	0	1.6087184701
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-57_4420_6510_+	GH36	0	0	0	0.5328158663
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-57_9656_12543_+	GH42	0.0227447433	0	0	0.0762024538
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-59_9434_11360_+	GH23	1.1248910285	0.0093182815	0	0.1713072289
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-22_41749_43828_-	GH103	2.4000952930	0.1899227056	0.2991886717	2.5062364262
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-51_5426_6760_+	GH1	3.2105355132	2.8245910043	0	0.3503029657
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-53_20847_22865_-	GH23	0.4961485799	0.0889367436	0	2.0369531119
FRAM_WSC20_S10_BML_bin_72_1	FRAM_WSC20_S10_BML_bin_72_1-read-4_6871_7567_+	GH23	16.7751129140	23.6755608556	0	9.5906855940
FRAM_WSC20_S10_BML_bin_72_1	FRAM_WSC20_S10_BML_bin_72_1-read-4_53617_55098_-	GH3	11.1361762210	11.5225832856	0	14.4320608909
FRAM_WSC20_S10_BML_bin_72_1	FRAM_WSC20_S10_BML_bin_72_1-read-7_14248_15171_-	CE11	1.1907513102	7.8704686726	0	13.8289722646
FRAM_WSC20_S10_BML_bin_72_1	FRAM_WSC20_S10_BML_bin_72_1-read-13_42066_44507_-	GH3	4.0549909483	15.1842008224	0.5096743957	16.9256353292
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-6_74264_76008_-	GH3	3.7266447198	4.0646130477	0	0.9774001846
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-6_114566_115480_-	CE11	10.5170698545	2.7474163867	1.3602457643	1.2326475622
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-16_43221_44453_+	GH103	3.6892231827	9.5970969175	0	0.2900390235
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-16_61705_63637_+	GH23	1.1893629845	8.0167157366	0.6438825010	0.7471427866
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-13_3685_6165_+	GH3	0	0	0	0.2771975599
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-13_7769_8572_+	GH16_3	0	1.8983680657	0	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-18_14216_16729_-	GH3	0	0	0	0.0109423571
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-25_81851_82861_+	GH103	0	0	0	0.0816293348
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-27_36740_37663_+	CE11	0	2.5263232776	0	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-31_27677_29404_+	GH2	0	0	0	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-58_8084_9283_+	GH43_5	0	0.1795632853	0	0.0229242382
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-60_12403_13209_-	CE4	0	2.0470659535	0	0.0170440433
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-64_8846_11161_+	GH3	0.6239680518	0.5969936514	0	0
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-2_60903_62391_+	CE4	0.9815525270	4.4378300188	0	0.7759446644
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-8_18553_19548_-	GH103	1.3849630416	1.2980478453	0	0.0276195641
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-18_30263_31177_+	CE11	0.6281526364	0.7261029022	1.3602457643	0
FRAM_WSC20_S10_SRF_bin_101_1	FRAM_WSC20_S10_SRF_bin_101_1-read-12_37946_39964_-	GH1	2.0008614862	0	0	0.5995045948
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-6_2551_3786_-	GH103	15.9434025595	2.4842493351	0	2.3480651748
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-8_45776_46732_-	GH3	5.7999332989	3.3773658672	1.6256855726	1.2935306821
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-8_85985_86899_-	CE11	5.2226404909	4.9453494960	0.6801228822	0
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-11_14952_16878_+	GH23	14.6065395676	6.4575691070	0.3229436623	1.8772417166
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-19_5383_6933_+	GH13_23	10.0160751683	2.0723293400	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-6_111236_113137_-	GH42	1.5800062820	0	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-6_113137_115254_-	GH36	2.1476922494	0	0	0
FRAM_WSC20_S10_SRF_bin_13_1	FRAM_WSC20_S10_SRF_bin_13_1-read-1_150330_152051_+	GH13_16	0.3242380706	0	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-1_51722_53098_+	CE11	3.0410564141	0	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_154406_157303_+	GH3	1.8019675895	0	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_221195_221911_+	CE14	0	0	0	3.3571060125
