MAG_name	Gene_name	Gene_1	Gene_2	S10_SRF_TPM	S25_SRF_TPM	S25_BML_TPM	S26_BML_TPM
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-11_33749_35140_+	  Sulfatase	F0SN01_S1_24 - Sulfatase	1.875755055	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-12_35155_36613_-	  Sulfatase	M5TNN2_S1_21 - Sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-14_5722_7952_-	  Sulfatase	M2AU11_S1_14 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-15_51785_54165_-	  Sulfatase	A0A3B9B9A7_S1_8 - Heparan	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-18_22440_24215_+	  Sulfatase	A0A1P8WJZ9_S1_7 - Choline-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-18_28761_30272_+	  Sulfatase	A0A1G3A9Y9_S1_20 - Sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-21_2711_5368_-	  Sulfatase	A0A0S8KFD0_S1_8 - Uncharacterized	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-21_22809_24575_+	  Sulfatase	M2B0J4_S1_16 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-23_3847_5499_-	  Sulfatase	A0A2D9Z3A9_S1_49 - Sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-23_23150_24898_+	  Sulfatase	A0A1P8WII8_S1_17 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-27_35945_37652_-	  Sulfatase	A0A2E8CSN7_S1_11 - Sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-29_96177_97574_+	  Sulfatase	A0A2E0QP94_S1_28 - Choline-sulfatase	0.375890235	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-29_101163_102668_+	  Sulfatase	A0A2E0QX41_S1_7 - Choline-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-30_42787_44358_-	  Sulfatase	A0A1P8WJS4_S1_15 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-30_62468_64147_+	  Sulfatase	A0A2X0RUL3_S1_15 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-30_70083_72122_+	  Sulfatase	F0SSR5_S1_15 - Sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-34_13377_15032_-	  Sulfatase	A0A1P8WQ45_S1_4 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-35_15190_17157_-	  Sulfatase	A4A0J2_S1_8 - Probable	0.809403125	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-35_41542_43102_+	  Sulfatase	S7WYF2_S1_8 - Putative	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-35_43197_43448_+	Ulvan-active sulfatase 	A0A2E0R167_S1_7 - Iduronate-2-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-36_3925_5368_+	  Sulfatase	A6CGZ4_S1_20 - N-acetylgalactosamine	0.409405379	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-36_15749_17296_+	  Sulfatase	M5TW31_S1_16 - N-acetylgalactosamine	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-36_35535_37055_-	  Sulfatase	G0J778_S1_20 - Sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-38_45249_46715_-	  Sulfatase	A0A354FP03_S1_7 - Iduronate	0	0.465126438	0	0.48755026
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-38_47802_49542_+	  Sulfatase	A0A0J1BKY1_S1_7 - Choline-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-38_53962_55365_-	  Sulfatase	A0A1P8WR74_S1_20 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-40_43863_45584_+	  Sulfatase	A0A2E0R3W8_S1_11 - Acetylglucosamine-6-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-41_24343_25839_-	  Sulfatase	A0A1P8WDS3_S1_8 - Choline-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-41_26981_28405_+	  Sulfatase	A0A1Z8ZPA2_S1_7 - Uncharacterized	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-42_87831_89792_-	  Sulfatase	A0A1Q2HMP1_S1_22 - Arylsulfatase	1.916702529	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-42_113309_114709_+	  Sulfatase	A6C4V9_S1_62 - Sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-45_22957_24466_+	  Sulfatase	A0A1P8WJ92_S1_15 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-48_19088_20493_+	  Sulfatase	A0A2X0S9K2_S1_15 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-48_40105_41529_-	  Sulfatase	A0A2E7PWK7_S1_52 - Sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-50_16870_18222_-	  Sulfatase	A0A1P8WJ50_S1_38 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-52_1470_2996_+	  Sulfatase	M5RRN2_S1_4 - Arylsulfatase	0.602236712	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-53_2_1141_+	  Sulfatase	A0A1N6IDA8_S1_4 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-53_13917_15686_+	  Sulfatase	Q7UTJ1_S1_39 - Aryl-sulphate	0.018555599	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-53_26967_28844_-	  Sulfatase	A6DNJ0_S1_N.C. - Sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-54_7169_9319_-	  Sulfatase	M5THS5_S1_15 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-54_21867_23315_-	  Sulfatase	A0A2X0RVJ3_S1_16 - Arylsulfatase	0.101998165	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-54_30750_32228_-	  Sulfatase	A0A2X0RWR8_S1_17 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-54_36463_37830_-	  Sulfatase	A0A0J1BMR9_S1_23 - Choline-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-54_40548_42701_-	  Sulfatase	B4D4E4_S1_8 - Sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-54_42628_44871_+	  Sulfatase	A0A1M6J2K5_S1_20 - Arylsulfatase	0.482991313	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-55_12856_14256_+	  Sulfatase	A0A173U8G6_S1_14 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-56_4493_5905_+	  Sulfatase	A0A1M6KDR5_S1_14 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-56_20352_22294_-	  Sulfatase	A6CAZ0_S1_21 - Probable	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-57_32911_34557_+	  Sulfatase	A0A075GJI8_S1_8 - N-sulfoglucosamine	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-57_53124_54539_-	  Sulfatase	A0A2X0SEE9_S1_20 - Arylsulfatase	0	0.038043069	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-58_45651_47087_+	  Sulfatase	M2ABT6_S1_24 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-59_24392_25915_+	  Sulfatase	M5T111_S1_7 - Iduronate-2-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-59_51833_53284_+	  Sulfatase	A0A0S8E8X6_S1_8 - Sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-60_21261_22787_-	  Sulfatase	A0A3D3L7A0_S1_28 - Choline-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-61_23406_24887_+	  Sulfatase	F0SRI9_S1_8 - Sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-66_740_2632_-	  Sulfatase	F0SIQ6_S1_16 - N-acetylgalactosamine-6-sulfatase	0.720021915	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-67_56487_58883_-	  Sulfatase	A0A1P8WKF8_S1_4 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-67_98799_100328_-	  Sulfatase	A0A177RED4_S1_23 - N-acetylgalactosamine-6-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-69_2_1279_-	  Sulfatase	A0A1P8WPU1_S1_17 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-69_25540_27045_+	  Sulfatase	M5S0U4_S1_7 - Iduronate-2-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-69_27084_28421_+	  Sulfatase	A0A1K1QGK6_S1_14 - C-terminal	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-70_6527_7948_+	  Sulfatase	A0A2S7U7H1_S1_7 - Choline-sulfatase	2.79469235	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-73_11073_12461_+	  Sulfatase	A0A0S8KNQ6_S1_50 - N-acetylgalactosamine	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-73_13541_14953_+	  Sulfatase	A0A1P8WB75_S1_7 - Choline-sulfatase	0.27892492	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-73_23087_24515_-	  Sulfatase	M5S0M7_S1_16 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-73_31268_32863_-	  Sulfatase	A0A2E0QSU9_S1_8 - Heparan	0.22636435	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-74_2679_4056_+	  Sulfatase	M2B584_S1_7 - Iduronate-2-sulfatase	1.489632133	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-74_20556_21992_-	  Sulfatase	M5RP39_S1_23 - N-acetylgalactosamine	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-76_7603_9093_-	  Sulfatase	A0A3E0NQY4_S1_7 - DUF4976	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-79_21335_22871_+	  Sulfatase	A0A2E5EJ55_S1_25 - Acetylglucosamine-6-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-81_1849_3207_+	  Sulfatase	A6CD52_S1_N.C. - Twin-arginine	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-82_21217_22983_+	  Sulfatase	K5DG45_S1_17 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-82_26694_28133_-	  Sulfatase	F0SG98_S1_16 - Sulfatase	1.128992194	0.423968868	0	0.869210698
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-86_38988_40208_+	  Sulfatase	A6DJD5_S1_16 - Sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-87_27308_28696_-	  Sulfatase	F0SRJ7_S1_23 - Arylsulfatase	0	1.874490739	0	0.019804957
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-89_14241_15698_+	  Sulfatase	A0A2D6SXC0_S1_59 - Arylsulfatase	0.022526344	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-94_41668_43233_+	  Sulfatase	A6CEL4_S1_15	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-98_30871_32253_-	  Sulfatase	A0A2E7KAM8_S1_71 - Sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-98_67632_69818_-	  Sulfatase	A0A142X1X7_S1_4 - Arylsulfatase	0.165193188	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-100_9882_11753_+	  Sulfatase	M5TDE6_S1_16 - N-acetylgalactosamine	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-101_1_1164_+	  Sulfatase	M5TEH2_S1_28 - Choline	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-101_7482_9023_+	  Sulfatase	M5T3U5_S1_15 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-102_14832_16817_-	  Sulfatase	M5TCP4_S1_4 - Arylsulfatase	0.843410812	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-102_40922_42454_-	  Sulfatase	A6CA66_S1_23 - N-acetylgalactosamine	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-106_6586_8037_-	  Sulfatase	M5SA66_S1_8 - Arylsulfatase	0.011309714	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-106_18566_20032_-	  Sulfatase	A0A1T4X8Z1_S1_7 - Uncharacterized	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-107_16986_17768_-	  Sulfatase	A0A1P8WJV8_S1_19 - Arylsulfatase	0	3.43990968	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-109_2593_5487_+	  Sulfatase	A6DGL0_S1_17 - Arylsulfatase	0	0	0	0.190045498
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-110_19744_21177_-	  Sulfatase	A0A2X0SEW1_S1_8 - Arylsulfatase	1.442911286	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-112_4282_6605_-	  Sulfatase	A0A351FVB0_S1_25 - Acetylglucosamine-6-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_129_1	FRAM_WSC20_S10_BML_bin_129_1-read-114_19257_20960_-	  Sulfatase	A0A2X0RUK1_S1_7 - Choline-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-2_32845_35046_+	  Alkyl sulfatase dimerisation	A0A0R2R0P7_S3 - Lactamase_B	0.007457632	0	0	0
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-2_48976_53055_-	  Sulfatase	A0A6C7EAP0_ - Putative	0.136847539	0	0	0
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-4_157904_160202_+	  Sulfatase	A0A0R2Q1X9_S1_14 - Cerebroside-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-6_321911_324257_+	  Sulfatase	A0A0W1RJ72_S1_4 - Arylsulfatase	0.055975133	0.015301516	0	0.082046698
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-6_389244_393343_+	  Sulfatase	A0A6C7E6X5_ - Putative	0.008010588	0	0	0.593793682
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-10_65915_68185_+	  Sulfatase	A0A6C7EFX8_ - Putative	0	1.573451949	0	0
FRAM_WSC20_S10_BML_bin_14_1	FRAM_WSC20_S10_BML_bin_14_1-read-11_82306_83580_-	  Alkyl sulfatase dimerisation	A7HPR6_S3	0.025759537	0	0	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-1_94651_96213_-	  Sulfatase	U4UYL0_S1_56 - Arylsulfatase	1.31331611	1.608372357	0	0.017600183
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-1_115691_117476_-	  Sulfatase	A0A0M6ZFM8_S1_0 - Arylsulfatase	5.65473032	0.794260892	0	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-5_534434_535972_+	  Sulfatase	A0A1B2YQ64_S1_11 - Sulfatase	2.795637826	0	0	0
FRAM_WSC20_S10_BML_bin_157_1	FRAM_WSC20_S10_BML_bin_157_1-read-7_154851_156359_-	  Sulfatase	A0A0N7M8S0_S1_12 - Choline-sulfatase	3.232104889	0	0	0
FRAM_WSC20_S10_BML_bin_160_1	FRAM_WSC20_S10_BML_bin_160_1-read-9_4223_5758_-	  Sulfatase	G5ZVW2_S1_12 - Choline-sulfatase	0	0.023380636	0	0
FRAM_WSC20_S10_BML_bin_170_1	FRAM_WSC20_S10_BML_bin_170_1-read-8_47781_49409_-	  Sulfatase	A0A1A9EXA1_S1_0 - Phosphonate	0.01008085	2.006170529	0	0.0337742
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-14_17800_19527_+	  Sulfatase	K6XLG4_S1_4 - Arylsulfatase	5.036749686	0.041565575	0	0
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-38_13272_14822_-	  Sulfatase	Q15US6_S1_15	1.461118788	0	0	1.463249247
FRAM_WSC20_S10_BML_bin_32_1	FRAM_WSC20_S10_BML_bin_32_1-read-54_7511_9178_+	  Sulfatase	A0A1H1P7T0_S1_4 - Arylsulfatase	0.078761173	0.12918222	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-7_56888_59215_-	  Sulfatase	A0A0R2QEN9_S1_4 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-7_305438_307768_+	  Sulfatase	A0A1E7HPZ5_S1_4 - Arylsulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-7_374832_377114_-	  Sulfatase	A0A6C7E6X5_ - Putative	0	0.007865234	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-9_73209_74762_-	  Sulfatase	A0A6C7E697_ - Putative	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-9_371421_373322_-	  Alkyl sulfatase dimerisation	R4YZ58_S3 - Putative	0	0.585327218	0	0.014463242
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-9_423108_424610_-	  Sulfatase	A0A351EQC3_S1_12 - Choline-sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-15_35992_38672_+	  Sulfatase	A0A6C7EAP0_ - Putative	0	0	0	0
FRAM_WSC20_S10_BML_bin_34_1	FRAM_WSC20_S10_BML_bin_34_1-read-25_46478_48736_-	  Sulfatase	A0A6C7EFX8_ - Putative	0	0	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-3_90917_92608_+	  Sulfatase	A0Z9E1_S1_41 - Sulfatase	0	0	0	0
FRAM_WSC20_S10_BML_bin_37_1	FRAM_WSC20_S10_BML_bin_37_1-read-14_15398_16798_-	  Sulfatase	A0Z6R0_S1_13	0	0	0	0
